team,playerId,firstName,lastName,positionCode,gamesPlayed,goals,assists,points,plusMinus,shots,shootingPctg,satPercentage,usatPercentage,zoneStartPct5v5,avgTimeOnIcePerGame,birthCountry,birthDate,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,faceoffWinPctg,firstGoals,gameWinningGoals,giveaways,giveawaysPer60,heightInInches,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,overtimeGoals,penaltyMinutes,powerPlayGoals,satPercentageAhead,satPercentageBehind,satPercentageClose,satPercentageTied,satRelative,seasonId,shootingPct5v5,shootsCatches,shootsCatches_roster,shorthandedGoals,shotAttemptsBlocked,skaterFullName,skaterSavePct5v5,skaterShootingPlusSavePct5v5,sweaterNumber,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame,timeOnIcePerGame5v5,totalShotAttempts,usatPercentageAhead,usatPercentageBehind,usatPercentageTied,usatPrecentageClose,usatRelative,weightInPounds
NYR,8480001,Urho,Vaakanainen,D,33,0,6,6,0,22,0.0,0.502,0.483,0.345,828.0909,,,26,3.42,0,0,0,0.0,0,0,22,2.89,,11,1.44,0,0,1,2,0,15,18,0,0,14,0,0.507,0.561,0.47,0.45,0.02,,0.102,,,0,23,Urho Vaakanainen,0.918,1.02,,5,0.65,NYR,828.09,783.09,63,0.51,0.503,0.44,0.462,0.007,
NYR,8481525,Matthew,Robertson,D,62,4,11,15,-4,71,0.056338,0.488,0.486,0.474,1050.6613,,,72,3.97,0,0,0,0.0,1,1,45,2.48,,93,5.13,0,0,1,0,1,42,44,1,1,36,0,0.451,0.488,0.482,0.51,0.004,,0.089,,,0,76,Matthew Robertson,0.906,0.995,,9,0.49,NYR,1050.66,933.451,191,0.456,0.475,0.515,0.481,0.012,
NYR,8481704,Juuso,Parssinen,C,20,2,1,3,4,16,0.125,,,,530.65,,,9,3.05,0,0,0,0.466667,0,0,9,3.05,,28,9.49,0,0,0,0,0,7,7,0,0,10,0,,,,,,,,,,0,5,Juuso Parssinen,,,,3,1.01,NYR,530.65,,28,,,,,,
NYR,8481726,Adam,Edstrom,C,35,3,2,5,1,31,0.096774,0.459,0.456,0.358,567.6571,,,22,3.98,0,0,0,0.333333,0,1,18,3.26,,65,11.77,0,0,2,1,0,10,13,0,0,2,0,0.482,0.459,0.434,0.435,-0.035,,0.084,,,0,10,Adam Edstrom,0.936,1.02,,5,0.9,NYR,567.65,560.028,54,0.491,0.421,0.448,0.431,-0.026,
NYR,8481789,Tye,Kartye,L,54,6,11,17,-7,44,0.136364,,,,697.6852,,,,,,,,0.25,,0,,,,,,,,,,,,,,0,27,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
NYR,8482067,Connor,Mackey,D,3,0,0,0,-3,2,0.0,0.491,0.5,0.3,767.0,,,2,3.12,,0,,0.0,0,0,3,4.69,,2,3.12,0,0,0,0,0,2,2,0,0,4,0,0.0,0.555,0.487,0.444,0.063,,0.0,,,0,3,Connor Mackey,0.875,0.875,,0,0.0,NYR,767.0,746.333,7,,0.548,0.4,0.515,0.078,
NYR,8482073,Braden,Schneider,D,72,2,13,15,-8,89,0.022472,0.457,0.449,0.428,1232.2222,,,120,4.86,0,0,0,0.0,0,0,88,3.57,,150,6.08,1,0,2,4,0,40,47,0,0,22,0,0.428,0.463,0.447,0.471,-0.043,,0.095,,,0,87,Braden Schneider,0.903,0.998,,18,0.73,NYR,1232.22,1037.25,223,0.428,0.45,0.465,0.441,-0.043,
NYR,8482109,Alexis,Lafrenière,L,72,21,29,50,-9,146,0.143836,0.524,0.521,0.549,1049.5833,,,40,1.9,3,1,4,0.264706,3,5,44,2.09,,82,3.9,1,0,6,6,2,73,88,0,0,20,7,0.487,0.548,0.515,0.52,0.054,,0.1,,,0,59,Alexis Lafrenière,0.909,1.009,,21,1.0,NYR,1049.58,862.986,293,0.507,0.538,0.51,0.51,0.061,
NYR,8482132,Brett,Berard,L,13,0,0,0,-1,10,0.0,0.446,0.473,0.375,632.5385,,,9,3.94,,0,,0.0,0,0,9,3.94,,17,7.44,0,0,0,0,1,11,12,0,0,6,0,0.444,0.469,0.447,0.433,-0.041,,0.045,,,0,13,Brett Berard,0.953,0.998,,1,0.43,NYR,632.53,630.769,35,0.442,0.487,0.492,0.49,-0.005,
NYR,8482153,Brendan,Brisson,C,3,0,1,1,-1,2,0.0,0.604,0.655,0.428,635.3333,,,1,1.88,0,0,0,0.0,0,0,1,1.88,,1,1.88,0,0,0,0,0,1,1,0,0,0,0,0.0,0.5,0.653,0.875,0.023,,0.076,,,0,0,Brendan Brisson,0.8,0.876,,1,1.88,NYR,635.33,575.666,3,,0.47,0.916,0.75,0.085,
NYR,8482157,Will,Cuylle,L,72,16,16,32,-15,139,0.115108,0.488,0.47,0.487,1027.8472,,,62,3.01,0,3,3,0.488372,3,1,49,2.38,,255,12.4,2,1,1,7,0,63,74,1,1,41,4,0.441,0.527,0.482,0.477,0.003,,0.087,,,0,79,Will Cuylle,0.916,1.003,,8,0.38,NYR,1027.84,789.027,292,0.424,0.509,0.462,0.477,-0.009,
NYR,8482460,Matt,Rempe,C,26,1,0,1,-4,15,0.066667,0.495,0.48,0.366,516.4615,,,6,1.6,,0,,0.375,0,0,5,1.34,,86,23.05,0,0,0,0,0,10,10,0,0,11,0,0.528,0.48,0.475,0.5,0.014,,0.078,,,0,7,Matt Rempe,0.891,0.969,,2,0.53,NYR,516.46,492.846,32,0.568,0.443,0.494,0.446,0.012,
NYR,8482666,Scott,Morrow,D,29,0,6,6,-5,24,0.0,0.509,0.489,0.5,940.1379,,,29,3.82,1,0,1,0.0,0,0,21,2.77,,11,1.45,0,0,2,0,1,13,16,0,0,4,0,0.445,0.536,0.501,0.509,0.053,,0.064,,,0,51,Scott Morrow,0.913,0.977,,5,0.66,NYR,940.13,835.793,91,0.447,0.494,0.51,0.486,0.037,
NYR,8482861,Vincent,Iorio,D,27,0,3,3,-4,15,0.0,,,,944.2222,,,,,,,,0.0,,0,,,,,,,,,,,,,,0,12,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
NYR,8482877,Jaroslav,Chmelar,R,18,2,0,2,-5,10,0.2,0.436,0.423,0.474,475.6111,,,9,3.78,,0,,0.0,0,1,2,0.84,,29,12.19,0,0,0,0,0,4,4,0,0,7,0,0.453,0.477,0.391,0.382,-0.058,,0.042,,,0,9,Jaroslav Chmelar,0.904,0.946,,1,0.42,NYR,475.61,475.277,23,0.442,0.451,0.38,0.392,-0.062,
NYR,8483669,Adam,Sykora,L,1,0,0,0,-2,3,0.0,0.593,0.666,0.666,813.0,,,1,4.42,,0,,0.0,0,0,1,4.42,,0,0.0,0,0,0,0,1,2,3,0,0,0,0,,0.592,0.444,0.6,-0.077,,0.0,,,0,1,Adam Sykora,0.5,0.5,,1,4.42,NYR,813.0,798.0,7,,0.666,0.666,0.6,-0.019,
NYR,8483690,Noah,Laba,C,65,9,12,21,-1,61,0.147541,0.453,0.452,0.431,808.5846,,,42,2.87,0,1,1,0.507965,3,1,30,2.05,,98,6.71,0,1,2,3,0,34,40,0,0,22,3,0.443,0.445,0.457,0.471,-0.043,,0.089,,,0,23,Noah Laba,0.932,1.021,,9,0.61,NYR,808.58,694.63,124,0.461,0.41,0.492,0.472,-0.032,
NYR,8484210,Gabe,Perreault,R,39,7,14,21,-2,53,0.132075,0.474,0.458,0.521,967.0769,,,19,1.81,0,0,0,0.5,0,1,28,2.67,,21,2.0,1,0,3,1,0,19,24,0,0,8,2,0.425,0.503,0.456,0.467,-0.002,,0.098,,,0,27,Gabe Perreault,0.914,1.012,,9,0.85,NYR,967.07,861.025,104,0.418,0.483,0.449,0.432,-0.004,
OTT,8473512,Claude,Giroux,R,71,12,32,44,20,115,0.104348,0.542,0.562,0.463,989.7324,,,22,1.12,1,2,3,0.626488,1,3,46,2.35,,61,3.12,1,1,2,1,4,43,52,0,0,22,1,0.533,0.582,0.53,0.524,0.014,,0.12,,,0,45,Claude Giroux,0.896,1.016,,18,0.92,OTT,989.73,716.028,212,0.551,0.587,0.557,0.556,0.024,
OTT,8474189,Lars,Eller,C,57,4,9,13,7,61,0.065574,0.485,0.492,0.403,690.8596,,,29,2.65,0,0,0,0.564356,0,1,29,2.65,,46,4.2,0,0,0,2,0,17,19,0,0,12,0,0.495,0.534,0.482,0.444,-0.053,,0.108,,,1,27,Lars Eller,0.922,1.03,,9,0.82,OTT,690.85,597.175,107,0.517,0.528,0.442,0.472,-0.063,
OTT,8475324,Nick,Jensen,D,61,4,13,17,-2,36,0.111111,0.482,0.482,0.502,1020.5246,,,65,3.75,0,0,0,0.0,0,0,51,2.94,,38,2.19,0,0,3,0,1,32,36,0,0,22,0,0.471,0.529,0.479,0.458,-0.065,,0.121,,,0,49,Nick Jensen,0.869,0.99,,11,0.63,OTT,1020.52,941.786,121,0.47,0.545,0.447,0.478,-0.086,
OTT,8476393,Nick,Cousins,C,70,8,12,20,7,64,0.125,0.518,0.532,0.5,674.9429,,,33,2.51,0,0,0,0.44,4,1,41,3.12,,148,11.27,0,0,4,0,2,19,25,0,0,78,0,0.48,0.601,0.512,0.504,-0.016,,0.089,,,0,25,Nick Cousins,0.916,1.005,,17,1.29,OTT,674.94,667.8,114,0.5,0.592,0.529,0.535,-0.014,
OTT,8477073,Kurtis,MacDermid,L,17,0,1,1,-4,2,0.0,0.291,0.287,0.657,234.0588,,,5,4.52,0,0,0,0.0,0,0,2,1.8,,13,11.76,0,0,1,0,0,0,1,0,0,33,0,0.326,0.36,0.242,0.209,-0.233,,0.1,,,0,0,Kurtis MacDermid,0.838,0.938,,0,0.0,OTT,234.05,231.823,3,0.393,0.266,0.187,0.2,-0.264,
OTT,8477998,Warren,Foegele,L,57,12,3,15,-1,91,0.131868,,,,849.5088,,,,,,,,0.423077,,4,,,,,,,,,,,,,,0,16,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
OTT,8478020,Michael,Amadio,R,71,12,18,30,8,86,0.139535,0.512,0.537,0.342,962.0141,,,42,2.21,4,0,4,0.388889,2,2,53,2.79,,95,5.0,2,1,2,5,3,40,53,0,0,18,0,0.473,0.569,0.511,0.516,-0.024,,0.1,,,0,33,Michael Amadio,0.891,0.991,,32,1.68,OTT,962.01,854.281,172,0.498,0.574,0.555,0.547,-0.009,
OTT,8478173,Hayden,Hodgson,R,9,0,0,0,-1,3,0.0,,,,381.6667,,,0,0.0,,0,,0.0,0,0,3,3.14,,23,24.1,0,0,1,0,0,4,5,0,0,11,0,,,,,,,,,,0,2,Hayden Hodgson,,,,0,0.0,OTT,381.66,,10,,,,,,
OTT,8478469,Thomas,Chabot,D,55,7,24,31,6,96,0.072917,0.519,0.527,0.552,1354.4182,,,108,5.21,2,0,2,0.0,0,0,57,2.75,,36,1.73,0,1,3,1,2,42,49,0,0,22,2,0.523,0.553,0.506,0.486,-0.021,,0.131,,,1,101,Thomas Chabot,0.861,0.992,,25,1.2,OTT,1354.41,1045.709,246,0.537,0.561,0.485,0.513,-0.034,
OTT,8478502,Dennis,Gilbert,D,6,0,1,1,0,2,0.0,0.503,0.568,0.648,682.0,,,12,10.55,0,0,0,0.0,0,0,5,4.39,,5,4.39,0,0,0,0,0,0,0,0,0,2,0,0.636,0.545,0.434,0.432,-0.076,,0.09,,,0,4,Dennis Gilbert,0.88,0.97,,0,0.0,OTT,682.0,681.333,6,0.769,0.592,0.5,0.483,-0.033,
OTT,8480188,Fabian,Zetterlund,L,71,13,14,27,-1,116,0.112069,0.526,0.546,0.595,782.8873,,,27,1.74,0,0,0,0.375,2,2,33,2.13,,131,8.48,2,1,4,3,2,58,70,0,0,16,5,0.528,0.53,0.528,0.521,-0.005,,0.098,,,0,53,Fabian Zetterlund,0.881,0.979,,16,1.03,OTT,782.88,695.577,239,0.558,0.545,0.534,0.54,0.002,
OTT,8480208,Drake,Batherson,R,68,27,34,61,-5,150,0.18,0.558,0.555,0.666,1048.3088,,,19,0.95,0,0,0,0.5,5,5,53,2.67,,104,5.25,3,5,4,4,5,69,90,0,0,25,10,0.524,0.63,0.54,0.541,0.038,,0.097,,,0,47,Drake Batherson,0.877,0.974,,21,1.06,OTT,1048.3,792.058,287,0.526,0.629,0.532,0.531,0.016,
OTT,8480245,Olle,Lycksell,R,7,1,1,2,-2,7,0.142857,0.412,0.419,0.7,592.5714,,,4,3.47,0,0,0,0.0,0,1,1,0.86,,4,3.47,0,0,0,0,1,1,2,0,0,0,0,0.277,0.43,0.391,0.441,-0.172,,0.111,,,0,1,Olle Lycksell,0.852,0.963,,1,0.86,OTT,592.57,591.857,10,0.312,0.454,0.428,0.4,-0.172,
OTT,8480801,Brady,Tkachuk,L,51,20,29,49,2,193,0.103627,0.574,0.6,0.646,1021.8431,,,14,0.96,1,4,5,0.571429,5,3,35,2.41,,132,9.11,0,0,2,4,3,63,72,1,1,55,5,0.573,0.563,0.59,0.583,0.049,,0.08,,,1,58,Brady Tkachuk,0.882,0.962,,14,0.96,OTT,1021.84,745.137,323,0.601,0.565,0.627,0.624,0.065,
OTT,8481528,Dylan,Cozens,C,71,24,27,51,-9,172,0.139535,0.565,0.572,0.559,1022.3944,,,21,1.04,0,0,0,0.531293,3,3,49,2.43,,192,9.52,2,0,10,3,2,59,76,0,0,53,12,0.551,0.582,0.575,0.567,0.048,,0.084,,,0,79,Dylan Cozens,0.883,0.967,,17,0.84,OTT,1022.39,767.915,327,0.558,0.584,0.577,0.581,0.038,
OTT,8481560,Arthur,Kaliyev,R,2,0,1,1,0,4,0.0,0.574,0.526,0.5,636.5,,,0,0.0,0,0,0,0.0,0,0,2,5.65,,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0.333,0.545,0.604,0.677,0.045,,0.0,,,0,3,Arthur Kaliyev,1.0,1.0,,0,0.0,OTT,636.5,567.0,8,0.2,0.571,0.666,0.548,0.005,
OTT,8481575,Lassi,Thomson,D,1,0,0,0,0,2,0.0,1.0,1.0,,265.0,,,0,0.0,,0,,0.0,0,0,0,0.0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,1.0,0.482,,0.0,,,0,0,Lassi Thomson,,,,0,0.0,OTT,265.0,258.0,2,1.0,,1.0,1.0,0.463,
OTT,8481596,Shane,Pinto,C,61,19,20,39,3,137,0.138686,0.505,0.535,0.322,1124.4426,,,41,2.15,1,2,3,0.509174,2,1,41,2.15,,81,4.25,2,1,7,3,4,64,81,0,0,40,3,0.48,0.573,0.505,0.487,-0.029,,0.11,,,1,54,Shane Pinto,0.883,0.993,,20,1.04,OTT,1124.44,800.704,272,0.508,0.584,0.533,0.541,-0.007,
OTT,8481606,Jordan,Spence,D,62,4,20,24,15,85,0.047059,0.604,0.617,0.679,1072.5161,,,49,2.65,0,0,0,0.0,0,1,54,2.92,,44,2.38,1,0,0,4,3,56,64,0,0,12,0,0.564,0.64,0.595,0.618,0.102,,0.095,,,0,74,Jordan Spence,0.903,0.998,,14,0.75,OTT,1072.51,960.032,223,0.573,0.641,0.647,0.615,0.105,
OTT,8482092,Ridly,Greig,C,66,11,17,28,8,111,0.099099,0.521,0.531,0.41,997.7879,,,43,2.35,1,0,1,0.50783,2,1,42,2.29,,80,4.37,1,1,0,2,2,45,51,0,0,79,1,0.512,0.519,0.531,0.532,-0.015,,0.106,,,0,49,Ridly Greig,0.892,0.998,,18,0.98,OTT,997.78,775.742,211,0.53,0.505,0.555,0.549,-0.02,
OTT,8482095,Tyler,Kleven,D,66,3,13,16,1,85,0.035294,0.536,0.55,0.536,1032.6364,,,90,4.75,0,0,0,0.0,1,0,74,3.9,,120,6.33,2,0,1,3,0,35,41,0,0,51,0,0.513,0.56,0.539,0.546,0.009,,0.081,,,0,59,Tyler Kleven,0.9,0.981,,25,1.32,OTT,1032.63,911.712,185,0.517,0.558,0.583,0.564,0.011,
OTT,8482105,Jake,Sanderson,D,62,11,37,48,9,133,0.082707,0.553,0.579,0.493,1488.7742,,,116,4.52,3,0,3,0.0,0,2,73,2.84,,28,1.09,4,0,3,4,6,66,83,0,0,8,3,0.518,0.615,0.544,0.535,0.039,,0.096,,,0,128,Jake Sanderson,0.896,0.992,,29,1.13,OTT,1488.77,1014.79,344,0.561,0.614,0.568,0.566,0.057,
OTT,8482116,Tim,Stützle,C,71,32,41,73,6,172,0.186047,0.544,0.552,0.688,1221.5915,,,41,1.7,2,4,6,0.531732,2,5,87,3.61,,109,4.52,2,0,11,1,7,56,77,2,2,35,8,0.506,0.581,0.541,0.548,0.019,,0.114,,,2,75,Tim Stützle,0.876,0.99,,29,1.2,OTT,1221.59,807.408,324,0.525,0.578,0.555,0.548,0.011,
OTT,8482245,Artem,Zub,D,70,4,21,25,15,78,0.051282,0.513,0.537,0.392,1228.0714,,,102,4.27,4,0,4,0.0,1,0,69,2.88,,62,2.59,0,0,3,1,2,47,53,0,0,49,0,0.486,0.572,0.513,0.508,-0.026,,0.093,,,0,63,Artem Zub,0.907,1.0,,23,0.96,OTT,1228.07,998.357,194,0.519,0.562,0.542,0.536,-0.011,
OTT,8482673,Xavier,Bourgault,R,2,0,0,0,-1,3,0.0,0.666,0.6,1.0,357.5,,,0,0.0,,0,,0.0,0,0,1,5.03,,3,15.1,0,0,0,0,0,3,3,0,0,0,0,0.75,0.833,0.538,0.375,0.223,,0.142,,,0,1,Xavier Bourgault,0.6,0.742,,0,0.0,OTT,357.5,357.5,7,0.5,0.8,0.375,0.5,0.127,
OTT,8483435,Jorian,Donovan,D,1,0,0,0,0,1,0.0,,,,282.0,,,0,0.0,,0,,0.0,0,0,0,0.0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,Jorian Donovan,,,,0,0.0,OTT,282.0,,2,,,,,,
OTT,8483676,Stephen,Halliday,C,28,4,7,11,2,30,0.133333,0.561,0.537,0.593,491.0714,,,8,2.09,0,0,0,0.387097,2,0,15,3.92,,28,7.33,0,0,0,1,0,9,10,0,0,2,0,0.542,0.67,0.5,0.481,0.029,,0.102,,,0,11,Stephen Halliday,0.904,1.006,,2,0.52,OTT,491.07,372.821,51,0.494,0.671,0.467,0.482,-0.015,
OTT,8484321,Nikolas,Matinpalo,D,39,0,5,5,2,28,0.0,0.47,0.466,0.46,901.4872,,,43,4.4,1,0,1,0.0,0,0,21,2.15,,36,3.68,0,0,1,1,0,18,20,0,0,14,0,0.466,0.475,0.488,0.468,-0.077,,0.084,,,0,36,Nikolas Matinpalo,0.911,0.995,,9,0.92,OTT,901.48,813.333,84,0.486,0.471,0.444,0.477,-0.099,
OTT,8484759,Carter,Yakemchuk,D,1,1,1,2,2,2,0.5,0.6,0.578,0.625,766.0,,,2,9.39,0,0,0,0.0,0,0,2,9.39,,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0.631,,0.7,0.5,0.187,,0.4,,,0,0,Carter Yakemchuk,1.0,1.4,,1,4.69,OTT,766.0,682.0,3,0.6,,0.5,0.666,0.209,
PHI,8475253,Garrett,Wilson,L,2,0,0,0,-1,2,0.0,0.318,0.352,0.666,544.5,,,0,0.0,,0,,0.0,0,0,1,3.3,,5,16.52,0,0,0,0,0,0,0,0,0,5,0,0.454,0.0,0.388,0.222,-0.158,,0.0,,,0,0,Garrett Wilson,0.888,0.888,,1,3.3,PHI,544.5,544.5,2,0.625,0.0,0.142,0.4,-0.098,
PHI,8476372,Nick,Seeler,D,68,2,6,8,-3,83,0.024096,0.48,0.497,0.502,1079.6618,,,122,5.98,2,0,2,0.0,0,0,50,2.45,,105,5.14,1,0,2,3,2,43,51,0,0,34,0,0.431,0.525,0.469,0.477,0.011,,0.07,,,0,87,Nick Seeler,0.891,0.961,,13,0.63,PHI,1079.66,929.191,221,0.464,0.546,0.472,0.468,0.024,
PHI,8476461,Sean,Couturier,C,67,8,22,30,-6,104,0.076923,0.5,0.5,0.406,1018.1791,,,37,1.95,4,1,5,0.533898,2,1,60,3.16,,72,3.79,0,0,4,1,1,46,52,0,0,26,0,0.538,0.511,0.479,0.459,0.04,,0.088,,,0,46,Sean Couturier,0.889,0.977,,30,1.58,PHI,1018.17,778.641,202,0.56,0.506,0.439,0.472,0.026,
PHI,8476822,Luke,Glendening,C,58,1,6,7,-9,39,0.025641,,,,608.8276,,,,,,,,0.522523,,0,,,,,,,,,,,,,,0,6,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
PHI,8477499,Rasmus,Ristolainen,D,33,1,8,9,1,48,0.020833,0.461,0.464,0.426,1260.4545,,,51,4.41,2,1,3,0.0,0,0,28,2.42,,33,2.85,0,0,1,3,0,18,22,0,0,12,0,0.395,0.517,0.471,0.462,-0.009,,0.076,,,0,38,Rasmus Ristolainen,0.909,0.985,,7,0.6,PHI,1260.45,1041.121,108,0.411,0.502,0.467,0.477,-0.012,
PHI,8477903,Garnet,Hathaway,R,58,1,2,3,-8,30,0.033333,0.444,0.459,0.405,617.2414,,,48,4.82,0,0,0,0.6,0,0,27,2.71,,211,21.21,1,0,3,1,0,17,22,0,0,59,0,0.433,0.465,0.427,0.431,-0.032,,0.06,,,0,10,Garnet Hathaway,0.902,0.962,,6,0.6,PHI,617.24,538.948,62,0.496,0.464,0.421,0.429,-0.022,
PHI,8477948,Travis,Sanheim,D,70,8,23,31,6,78,0.102564,0.48,0.491,0.424,1453.3286,,,130,4.6,1,1,2,0.0,0,1,93,3.29,,41,1.45,0,1,4,5,1,47,58,1,1,20,1,0.464,0.517,0.476,0.458,0.014,,0.104,,,1,73,Travis Sanheim,0.894,0.998,,22,0.77,PHI,1453.32,1105.228,209,0.511,0.506,0.461,0.478,0.019,
PHI,8477989,Christian,Dvorak,C,69,14,28,42,5,130,0.107692,0.451,0.457,0.504,1109.7826,,,42,1.97,6,2,8,0.533605,1,2,56,2.63,,32,1.5,0,0,4,3,2,55,64,0,0,25,3,0.384,0.493,0.461,0.457,-0.029,,0.124,,,0,29,Christian Dvorak,0.897,1.021,,18,0.84,PHI,1109.78,825.463,223,0.398,0.495,0.459,0.455,-0.031,
PHI,8478439,Travis,Konecny,R,66,25,35,60,12,146,0.171233,0.455,0.458,0.511,1158.6515,,,34,1.6,3,4,7,0.367347,5,2,91,4.28,,88,4.14,1,3,5,0,4,65,78,0,0,55,1,0.403,0.513,0.441,0.43,-0.027,,0.12,,,1,58,Travis Konecny,0.916,1.036,,15,0.7,PHI,1158.65,850.015,282,0.421,0.511,0.425,0.436,-0.035,
PHI,8478454,Noah,Juulsen,D,50,1,9,10,3,26,0.038462,0.448,0.459,0.598,823.88,,,44,3.84,0,0,0,0.0,0,0,47,4.1,,101,8.82,0,0,2,1,0,17,20,0,0,15,0,0.407,0.479,0.42,0.419,-0.03,,0.117,,,0,36,Noah Juulsen,0.89,1.007,,10,0.87,PHI,823.88,732.34,82,0.429,0.488,0.428,0.424,-0.029,
PHI,8478967,Lane,Pederson,C,5,0,0,0,0,0,0.0,0.323,0.285,0.466,531.8,,,3,4.06,,0,,0.481481,0,0,6,8.12,,16,21.66,0,0,0,1,0,1,2,0,0,0,0,0.25,0.428,0.333,0.454,-0.116,,0.166,,,0,2,Lane Pederson,0.928,1.094,,1,1.35,PHI,531.8,524.6,4,0.208,0.333,0.444,0.333,-0.187,
PHI,8479022,Rodrigo,Abols,C,42,3,7,10,-1,43,0.069767,0.43,0.44,0.434,630.0476,,,24,3.26,1,0,1,0.521452,0,0,14,1.9,,49,6.66,0,1,1,2,0,19,23,0,0,22,0,0.402,0.457,0.416,0.421,-0.065,,0.084,,,1,22,Rodrigo Abols,0.913,0.997,,11,1.49,PHI,630.04,583.023,88,0.446,0.459,0.41,0.418,-0.062,
PHI,8479336,Carl,Grundstrom,R,40,8,4,12,8,46,0.173913,0.438,0.435,0.452,713.025,,,22,2.77,0,1,1,0.227273,0,1,19,2.39,,122,15.39,0,0,1,2,1,24,28,0,0,17,0,0.423,0.436,0.43,0.45,-0.045,,0.136,,,0,18,Carl Grundstrom,0.923,1.059,,6,0.75,PHI,713.02,650.9,92,0.467,0.422,0.424,0.422,-0.05,
PHI,8480015,Owen,Tippett,R,70,24,18,42,-8,194,0.123711,0.49,0.507,0.455,1011.0429,,,46,2.33,0,4,4,0.333333,5,1,78,3.96,,138,7.01,4,0,9,6,2,75,96,0,0,30,2,0.515,0.509,0.471,0.453,0.025,,0.091,,,3,89,Owen Tippett,0.884,0.975,,24,1.22,PHI,1011.04,785.257,379,0.525,0.528,0.47,0.484,0.038,
PHI,8480220,Noah,Cates,L,70,15,23,38,18,107,0.140187,0.467,0.478,0.518,982.7143,,,49,2.56,4,1,5,0.447881,0,4,32,1.67,,81,4.23,1,1,6,5,1,35,49,2,2,42,2,0.441,0.512,0.449,0.444,-0.006,,0.094,,,0,43,Noah Cates,0.924,1.018,,19,0.99,PHI,982.71,718.2,199,0.473,0.518,0.444,0.452,-0.001,
PHI,8480874,Adam,Ginning,D,5,0,0,0,0,2,0.0,,,,920.4,,,5,3.91,,0,,0.0,0,0,5,3.91,,4,3.12,0,0,0,0,0,3,3,0,0,0,0,,,,,,,,,,0,4,Adam Ginning,,,,0,0.0,PHI,920.4,,9,,,,,,
PHI,8481533,Trevor,Zegras,C,70,22,34,56,-2,147,0.14966,0.491,0.497,0.579,1133.6286,,,19,0.86,1,0,1,0.307432,1,3,67,3.03,,36,1.63,2,2,7,5,1,74,91,0,0,48,8,0.443,0.529,0.504,0.486,0.029,,0.113,,,0,73,Trevor Zegras,0.898,1.011,,20,0.9,PHI,1133.62,875.457,311,0.447,0.528,0.498,0.505,0.025,
PHI,8481546,Cam,York,D,63,4,21,25,-2,80,0.05,,,,1361.381,,,124,5.2,1,0,1,0.0,1,1,53,2.22,,13,0.54,0,1,1,2,0,37,41,0,0,28,1,,,,,,,,,,0,57,Cam York,,,,16,0.67,PHI,1361.38,,178,,,,,,
PHI,8481848,Jacob,Gaucher,C,3,0,0,0,-1,3,0.0,0.533,0.551,0.642,526.0,,,1,2.28,,0,,0.473684,0,0,2,4.56,,2,4.56,0,0,0,0,0,1,1,0,0,0,0,0.5,0.55,0.481,0.533,-0.008,,0.0,,,0,0,Jacob Gaucher,0.857,0.857,,0,0.0,PHI,526.0,495.333,4,0.571,0.642,0.375,0.466,0.006,
PHI,8482126,Emil,Andrae,D,50,2,11,13,13,30,0.066667,0.48,0.479,0.559,940.68,,,45,3.44,0,0,0,0.666667,1,0,35,2.67,,57,4.36,0,0,0,0,1,26,27,0,0,18,0,0.486,0.48,0.474,0.474,0.015,,0.113,,,0,48,Emil Andrae,0.932,1.045,,6,0.45,PHI,940.68,879.66,105,0.483,0.465,0.491,0.486,0.006,
PHI,8482142,Jamie,Drysdale,D,67,8,20,28,-7,87,0.091954,0.472,0.472,0.537,1297.5373,,,81,3.35,0,0,0,0.0,0,3,47,1.94,,16,0.66,1,0,0,5,1,50,57,0,0,31,1,0.472,0.48,0.473,0.464,0.0,,0.09,,,0,81,Jamie Drysdale,0.909,0.999,,14,0.57,PHI,1297.53,1077.104,225,0.481,0.485,0.451,0.471,-0.011,
PHI,8482159,Tyson,Foerster,R,21,10,3,13,7,41,0.243902,0.478,0.493,0.442,1046.619,,,18,2.94,0,0,0,0.5,3,2,11,1.8,,20,3.27,1,0,1,1,0,15,18,0,0,18,3,0.41,0.531,0.486,0.474,0.01,,0.116,,,0,16,Tyson Foerster,0.956,1.072,,8,1.31,PHI,1046.61,785.476,75,0.478,0.513,0.483,0.495,0.013,
